Pseudo,Title,Review,Rating,Verified Purchase,Date,Score,Compound,Sentiment,New rating,New date,Country
Lisa,truly terrible break months asus refused honor warranty,truly worthless stopped working months literally middle zoom call shut wouldn turn sent asus repairs warranty claim fault never dropped damaged literally sit desk stopped working abruptly without giving information supposedly caused damage say repair chromebook months old ridiculous waste money warranty not honored priced low reason lifespan apparently months,4.0 out of 5 stars,Yes,"Reviewed in the United States on December 29, 2021","{'neg': 0.191, 'neu': 0.772, 'pos': 0.037, 'compound': -0.9638}",-0.9638,negative,4.0,2021-12-29,United States
D. Dixon,asus use great bang buck,thing pos use love asus use make amazing products mocha rog cover school find lacking chromebook final nail buy soley movies netflix hulu cause crash use resources try add ram make salvageable,1.0 out of 5 stars,Yes,"Reviewed in the United States on November 20, 2021","{'neg': 0.046, 'neu': 0.89, 'pos': 0.064, 'compound': 0.1154}",0.1154,positive,1.0,2021-11-20,United States
annie,dont waste money,not power months light use tried new charger reset etc nothing works not worth headache seemingly affordable price,3.0 out of 5 stars,Yes,"Reviewed in the United States on June 23, 2022","{'neg': 0.044, 'neu': 0.909, 'pos': 0.047, 'compound': 0.024}",0.024,positive,3.0,2022-06-23,United States
Kyle m.,constantly freezes,asus chromebook great battery life decent screen resolution price unfortunately mine keeps freez consistently restarts stop working frustrating biggest frustration,1.0 out of 5 stars,Yes,"Reviewed in the United States on September 20, 2021","{'neg': 0.25, 'neu': 0.673, 'pos': 0.077, 'compound': -0.743}",-0.743,negative,1.0,2021-09-20,United States
CZR,horrible,little machine turns type way faster catch type wpm doesn turn press button timeshad unpacked sooner returned,1.0 out of 5 stars,Yes,"Reviewed in the United States on October 13, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,1.0,2021-10-13,United States
Steve,great little machine ridiculously low price,figured ram sufficient day day use bit disappointed storage decided though really nice machine price another change really make fly look photos see build space sata drive addition room add memory decided add another ram along sata drive storage obviously makes huge difference look pictures posted see acer storage depleted soon turn machine steve drive installed plenty storage circled red photo shows increase ram looking instructions aware model come back year instructional videos write pieces explain memory sata drive pretty self explanatory video find particular machine provided user whose name silicon edge youtube search name believe amazon allow post link not english watch hands try videos think machine buy open back look back realize different highly recommend temporarily take screw right side battery secure ribbon clip readjust battery screw back watch video know exactly mean love including new ram upgraded machine cost way buy memory storage scratch quick ps buy hp inch monitor amazon created nice little setup love machine think twice buy want speed mean real speed upgrade ram storage use crucial brand name sata ram read upgrades want perform overkill processor wasn made techie lot read,4.3 out of 5 stars,Yes,"Reviewed in the United States on August 2, 2021","{'neg': 0.023, 'neu': 0.898, 'pos': 0.079, 'compound': 0.9805}",0.9805,positive,4.3,2021-02-08,United States
Anna Beavers,fine suits need perfectly add memory,quite bit research purchasing seemed like good price many reviews say short memory ssd drive bit small side build ram lacking open slot ram space second drive already company included pack drive screws web site instruct install second drive since like new tb drive memory card laying around waisted time upgrade simplehonestly complaints people complained screen know battery life fine home user not hours time speakers point still hear need deal mind touch pad hated computerif gamer someone need super powerful intense graphics probably isn best choice home use happy certainly recommend,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 11, 2021","{'neg': 0.092, 'neu': 0.774, 'pos': 0.134, 'compound': 0.9004}",0.9004,positive,5.0,2021-11-06,United States
Steve,good deal,acer ut looking not young person cant answer gaming questions dont know run check email watch youtube play videos stream bigfish games pleased lap top tell friend,2.0 out of 5 stars,Yes,"Reviewed in the United States on August 2, 2021","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.9061}",0.9061,positive,2.0,2021-02-08,United States
Steve,battery drain fast,love around fast supposed thing dont like battery drains fast overall im happy,5.0 out of 5 stars,Yes,"Reviewed in the United States on October 18, 2021","{'neg': 0.042, 'neu': 0.753, 'pos': 0.206, 'compound': 0.7961}",0.7961,positive,5.0,2021-10-18,United States
Mike Sumpter,muy buena,llego rápido chile peso termino medio ni tan ligero ni tan pesado muy bonita tiene pantalla hd x rápida th viene ram soldada ranura adicional agregarle ram ddr sodimm recomiendo ram v ya procesador muy rápido te andará muy bien si te preocupa cargador chile hay problema funciona bien teclado versión us sin ñ igual windows colocas teclado latinoamericano tecla derecha l reconoce como ñ recomiendo esta precio costo total total mil pesos chilenos trabajar programación ofimática clases online etc recomiendo jugar menos incrementes ram pero juegos como lol valorant funcionan bien gráficos bajos sonido normal precio tendrás sonido detallista resumen muy rápida buena bonita buen sistema refrigeración malo ram almacenamiento momento ocuparla solo tienes libres urgente compres hdd ssd yo tengo hdd tb rpm funciona bastante fluido nada decir th puedes compararlo pagina versus si estas inseguro yo compare e hice benchmark procesador bastante rápido mono núcleo pero ram adicional esta bestia,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 28, 2022","{'neg': 0.038, 'neu': 0.951, 'pos': 0.01, 'compound': -0.7506}",-0.7506,negative,5.0,2022-01-28,United States
DrifterNomad,excellent product best price,receive product time performace awesome fairly light several years ago back claimed weight take hands lighter another havei really liked alexa build quiet perfect office work buy daughter college jobsrecommended ,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 29, 2022","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.9207}",0.9207,positive,5.0,2022-01-29,United States
Ahkie,dont waste money,literally way hear anything dead quiet room not great connected bluetooth speaker battery life mere hours probably disappointing boughtupdated add randomly issues turning onnew update daily ordeal attempting actually turn,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 23, 2021","{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.9019}",-0.9019,negative,5.0,2021-07-23,United States
Ahkie,awful,not waste time think look past bad reviews product affordable need really simple word docs day trying use mouse pad not working looks like happened multiple people terrible purchase already throw away box unfortunately worst purchase entire year,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 8, 2021","{'neg': 0.139, 'neu': 0.787, 'pos': 0.074, 'compound': -0.8002}",-0.8002,negative,5.0,2021-08-07,United States
Diego Abello Hernández,returned,whenever enters idle state lid closed minutes unresponsive screen black keyboard mouse input accept fan makes surging sound order use power button held seconds perform reset means single time use first powered powered rebooted order function tried restoring factory settings removed non included application issue remain resetting factory state,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 11, 2021","{'neg': 0.034, 'neu': 0.904, 'pos': 0.062, 'compound': 0.4588}",0.4588,positive,5.0,2021-11-06,United States
MAC,killer speed solid hardware,fast never owned microsoft inside gates mind understanding little silver bullet hope not let feel guilty spend much money investing education pissed acer aspire often bc know talking realize need chill learn communicate aka gates brain okay learn language new system annoying use video editor made movie fun somewhat easy basically really powerful fast operating system bluetooth speaker battery pack,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 25, 2021","{'neg': 0.075, 'neu': 0.817, 'pos': 0.108, 'compound': 0.6187}",0.6187,positive,5.0,2021-06-25,United States
Steve,great,acer aspire say good things purchased particular wife decided back work chromebook wasn required take new immediately loves easy setup smooth transition chromebook laptopwindows highly recommend need basic frills powerful everyday use,4.3 out of 5 stars,Yes,"Reviewed in the United States on August 2, 2021","{'neg': 0.079, 'neu': 0.81, 'pos': 0.111, 'compound': 0.5785}",0.5785,positive,4.3,2021-02-08,United States
Anna Beavers,quick reliable,nice quick limitations nice windows update keyboard good design easy use thing pay attention buy doesn dvdcd drive wife really happy light weight compact easy use buy yearly sale amazon products saved bundle satisfied,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 11, 2021","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9747}",0.9747,positive,5.0,2021-11-06,United States
Mike B,good,love feature howeverthe tends overheat makes wont power really bothersome,2.0 out of 5 stars,Yes,"Reviewed in the United States on March 26, 2022","{'neg': 0.101, 'neu': 0.737, 'pos': 0.163, 'compound': 0.3832}",0.3832,positive,2.0,2022-03-26,United States
Kindle Customer,great machine good price,upgraded ram added ssd drive open slots baby smooth boots issue screen sound quality adjust settings preference love number pad missed previous really determine battery life suck not live still keep box case,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 9, 2021","{'neg': 0.056, 'neu': 0.903, 'pos': 0.041, 'compound': -0.1027}",-0.1027,negative,5.0,2021-09-07,United States
Fae Bailey,review south africa,awesome value money nippy ram multitask keep standard upgrading ram make better issues power supply south africa product arrive week earlier screen pretty good also terms south africa base price cheaper,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 4, 2022","{'neg': 0.036, 'neu': 0.738, 'pos': 0.226, 'compound': 0.9325}",0.9325,positive,5.0,2022-04-01,United States
Amazon Customer,acer aspire ut hd display,acer aspire great improvement hp replaced fast streams movies tv shows easily without pauses reload didn realize missing hanging onto old glad finally replaced old hp newer efficient model,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 28, 2022","{'neg': 0.023, 'neu': 0.772, 'pos': 0.206, 'compound': 0.9151}",0.9151,positive,5.0,2022-02-28,United States
Amazon Customer,good basic,good basic easily upgraded purchased box works great need memory upgrade makes better,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 22, 2021","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.8422}",0.8422,positive,5.0,2021-06-22,United States
Amazon Customer,nice choice acer,many options choose admit acer pretty good among th generation intel core g processor delivers unmatched speed intelligence enabling impressive creating productivity gaming experiences hd display screen body aspect ratio narrow bezels good daily use not rely high performance resolution battery good hp lenovo almost hours light usage not bad basic work,5.0 out of 5 stars,Yes,"Reviewed in the United States on April 20, 2022","{'neg': 0.013, 'neu': 0.705, 'pos': 0.282, 'compound': 0.9861}",0.9861,positive,5.0,2022-04-20,United States
Michael Eric Smith,excelente equipo,media not loaded llego días antes entrega normal verdad creí llegaría buen estado ya tenía buenas reseñas pero llevé grata sorpresa llegó increíble bastante rápido pesa mucho estaré probando juegos pero momento va bastante bien muchas gracias,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 6, 2022","{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.7088}",-0.7088,negative,5.0,2022-06-03,United States
Thomas Collins,great value,great basic computing need word process spreadsheets email web browser etc reasonable price excellent value capable entry level come th generation intel processor ram solid state drive added ram single open memory slot tb disk drive user files reserving ssd operating system alone line references made easy add ons result surprisingly fast highly recommend type tasks listed,5.0 out of 5 stars,Yes,"Reviewed in the United States on November 23, 2021","{'neg': 0.017, 'neu': 0.81, 'pos': 0.173, 'compound': 0.9583}",0.9583,positive,5.0,2021-11-23,United States
Steve,great,great fast good battery life lightweight good size screen complaint speakers im sure laptops arent good use bluetooth speaker happy acer good brand ive always happy products price amazing also,4.3 out of 5 stars,Yes,"Reviewed in the United States on August 2, 2021","{'neg': 0.054, 'neu': 0.611, 'pos': 0.334, 'compound': 0.9783}",0.9783,positive,4.3,2021-02-08,United States
Anna Beavers,dictates,comes free upgrade windows husband surprised write book dictation feature makes much easier speak slowly worry fix typos plus reads back hear sounds fabulous,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 11, 2021","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.9283}",0.9283,positive,5.0,2021-11-06,United States
The Shriver’s,great everyday,first great little social media email gamesthings like run although year old grandson technical things loves good doesn touch screen ordered acer wireless mouse happy mouse far comment battery life since use couple hours day,2.0 out of 5 stars,Yes,"Reviewed in the United States on July 8, 2021","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.9509}",0.9509,positive,2.0,2021-08-07,United States
Robin Howard,great,acer never disappointsgot son whos high school loves fast great looking also learn acer top notch customer support didnt know find setting call,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 14, 2022","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.9117}",0.9117,positive,5.0,2022-05-14,United States
Kathleen V.,piece junk,buy sister school teacher use lightly summer week class week second week augustand heated win run amazon longer day guaranty daythe call center lady want help not not authorization give phone number manufacturer not answer phonefrankly shocked acer buy sister past lasted years heavy classroom use not onecaveat emptor,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 7, 2022","{'neg': 0.033, 'neu': 0.929, 'pos': 0.037, 'compound': -0.1192}",-0.1192,negative,5.0,2022-07-01,United States
oksana obolkina,works load content way making cds dvd music,not sure standard days cd drive dvd drive usb software issues come play external cd dick update disk reader not dic hoping usb still works seek professional repair costly,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 28, 2021","{'neg': 0.24, 'neu': 0.714, 'pos': 0.046, 'compound': -0.9007}",-0.9007,negative,5.0,2021-09-28,United States
Charlie,best,bad boy lightweight battery life lasted longer dell im glad purchased time stay top courses without worrying technical problems,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 23, 2021","{'neg': 0.132, 'neu': 0.723, 'pos': 0.145, 'compound': -0.0936}",-0.0936,negative,5.0,2021-08-23,United States
Shawn Fettig ,wife loves,wife not mobile use sits lap hours day year old cat likes warmth lays next wife lap,1.0 out of 5 stars,Yes,"Reviewed in the United States on August 1, 2021","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.7003}",0.7003,positive,1.0,2021-01-08,United States
jdawnp,nice money,issues first tweaked love light fast great resolution wish back lighting keyboard,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 16, 2021","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9517}",0.9517,positive,5.0,2021-07-16,United States
Gary L. Auerswald,mucho mejor esperado,después año uso puedo decir buen producto tiene slot otra ram tiene puerto espacio tornillos disco duro aun funcionando como primer dia,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-12-30,United States
Steve,works better thank expected,working better expected use work amazing far,4.3 out of 5 stars,Yes,"Reviewed in the United States on August 2, 2021","{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7717}",0.7717,positive,4.3,2021-02-08,United States
Anna Beavers,good according price,equipment good according price slots ram memory additional option install disk like screen resolution not good,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 11, 2021","{'neg': 0.114, 'neu': 0.79, 'pos': 0.095, 'compound': -0.1993}",-0.1993,negative,5.0,2021-11-06,United States
Sabrena,trabajo,computadora ha parecido increíble hasta ahora encanta trabajado muy bien ella hasta ahora solo ha presentado cierto desface pantalla cuando estoy muy atareada realidad cual seria razón pero del resto ha comportado muy bien programan ruedan muy bien líneas generales comportamiento tiene ,2.0 out of 5 stars,Yes,"Reviewed in the United States on June 26, 2021","{'neg': 0.034, 'neu': 0.854, 'pos': 0.112, 'compound': 0.6124}",0.6124,positive,2.0,2021-06-26,United States
Carlos Molina Cueva,excelente producto precio,sorprende calidad pantalla hd procesador muy bueno precio contento compra bien acer,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 5, 2022","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2022-05-03,United States
Solsire Chang,excelente costo del producto,excelente precio venta buena velocidad del procesador tal vez habría aumentar memoria disco duro colocar uno mínimo adicional instalado eso puede hacer trae ranura memoria espacio disco duro adicional pero precio pagado va muy bien,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 20, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-08-20,United States
Guillermo,buena relación calidad precio,equipo presenta muy buen equilibrio rendimiento precio además portátil ligero pantalla buen tamaño teclado completosi bien almacenamiento memoria son reducidos existe posibilidad ampliarlos sin demasiada dificultad ventaja contar procesador última generación buen sonido muy buena cámara uso compramos estudios excelente opción,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 24, 2022","{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.5574}",-0.5574,negative,5.0,2022-05-24,United States
Pasquale,great price,easy great visuals love fairly large screen size perfect basic use great price,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 30, 2022","{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.9652}",0.9652,positive,5.0,2022-05-30,United States
S. Saldivia,great,light looking fast processor excellent performance,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 25, 2021","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",0.5719,positive,5.0,2021-08-25,United States
Gary,great price,excellent video conferencing browsing web social media etc sell brand new great deal imho not powerhouse responsive price pleased purchase,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 14, 2022","{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.9166}",0.9166,positive,5.0,2022-05-14,United States
L. Ceballos,looks good,looks good works write,5.0 out of 5 stars,Yes,"Reviewed in the United States on October 19, 2021","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive,5.0,2021-10-19,United States
Steve,pretty good,purchased spare office workstation worked purpose screen quality good bright leave plugged usually comment battery life supposedly lasts hours process speed basic tasks fine think work gaming machine,4.3 out of 5 stars,Yes,"Reviewed in the United States on August 2, 2021","{'neg': 0.016, 'neu': 0.838, 'pos': 0.146, 'compound': 0.802}",0.802,positive,4.3,2021-02-08,United States
Anna Beavers,preciosa moderna,pequeña manejable fácilmente poco peso muy bonita moderna,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 11, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-11-06,United States
Kyle,lightweight,alexa xbox,2.0 out of 5 stars,Yes,"Reviewed in the United States on October 22, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,2.0,2021-10-22,United States
Irma G. Ramirez,good,nothing complain,5.0 out of 5 stars,Yes,"Reviewed in the United States on May 11, 2022","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.2755}",0.2755,positive,5.0,2022-11-05,United States
Nettapooh,buen equipo,muy buena momento ninguna falla llevo meses usandola trae disco duro poca cantidad almacenamiento justifica bajo costo opción hacer upgrade vale pena hacerlomuy bien términos generales,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 23, 2022","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2022-03-23,United States
Jason,great,love,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 18, 2022","{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive,5.0,2022-02-18,United States
Rodrigo Cruz,better expected,convenient not heavy duty things gaming super light sound quality great max volume pretty loud overall love itdoesn touch screen doesn fan control,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 22, 2022","{'neg': 0.039, 'neu': 0.655, 'pos': 0.306, 'compound': 0.9375}",0.9375,positive,5.0,2022-03-22,United States
Tami,acer expected,fits need love easy lightweight long battery life awesome value need highly recommend acer products acer tablets,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 21, 2022","{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.9552}",0.9552,positive,5.0,2022-03-21,United States
Commander ,works,works great,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 6, 2021","{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive,5.0,2021-06-08,United States
Renea Adkins,great home use small business,buy husband works great small business need,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 24, 2021","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.6249,positive,5.0,2021-06-24,United States
Nathan Dumas,great little powerhouse,giving little engine stars hundred dollars reviewing hundred dollar product compare macbook air probably stars compare microsoft surface small budget category excellentquick rundown blows mind good job use lot computers impresses chromebook cheap expensive feel difference immediately issues none deal breakers many many pros read onpros incredible price performance ratiovery build cheap partsfull size comfortable keyboardsmall lightweightgood design add stickers little plain youfull windows license hardwired bloatwareinternal nvme slot external sd card sloti keep cons backlight keyboard modelsome irksome viewing angle problemsmaddeningly little build storagealmost little ramrealtek wifi card explained linux sectioni divided review individual sections webcam speakers performance software etc scroll important read review top orderintroduction aboveweight buildkeyboard trackpadscreenbatteryperformance including gamingwebcamspeakers soundsoftwarelinuxother sd card slot nvme slot hdmi output heating cleaningconclusionlet start disclaimers first use weeks time good sense mettle iron problems things noticed added review see performance screen add arise problem significant made way wonder worth really good price pointthe second disclaimer reviewers say dud b clunked years duds happen product exception mine decided fritz update review relative exchange process win deduct stars gave second years solid use good product buy another onewith say let detailsweight build greatest strengths rivals many laptops higher price ranges creaks cheap plastic wait shatter not flimsy toy solid electronic feel right hands lap desk many laptops try woo larger screens better specs life lower price tag turn cup coasters plug not really feel like life itit not obscenely light like macbook air move use lap without strain traveling kind thing weight sufficient feel comfortable carry airportthe screen hinge feel durable like win breaking anytime soon position like stay isn super ultra mega thin thin nice bonus probably fit envelope slightly larger envelope steve jobs usedkeyboard trackpad keyboard love size cramping tiny keys accidentally presses give decisive gratifying feel good use keyboard actually literally thing feel cut little close corner backlight appears model backlight though not sure mine doesn model little frustrating book light type dark hundred dollar make dueanother note delete key right next power key shucks times press delete key sleep mode inconvenience anything press power button start right back leave still sensitive work something sure learn cautiousalso enter key green think strange really like explainthe trackpad responsive also decisive gratifying issues accidentally pressing typing good expect tap mouse clicks right right clicks scrolling painless intuitive nuanced numpad keyboard nice touch though traded backlit keyboardscreen back start hundred dollar not apple retina display minor viewing angle problems accommodate looking directly looks good pure colors whitening turn horizontally bend screen back noticeable change tone likely win interfere work color grading professional photoshoots itthe screen resolution right screen small room want significant factors comfort cramped give headache strain eyes good job making sure breathing room healthy buffer zone around whatever focusing feel like move engage multiple thingsthere reviews complaining not touch screen please not something feel missing battery battery life point time remain windows estimate seems vary quite bit watch movies use hours still kind thing charge night day normal conditions also doesn quick charge another little cut corner not stressing around power outlet time quick charge issue wrong price pointside note charging port really plugs give little oomph pull pro definitely want trip cord whole thing fly table reposition device without worry cord fall outperformance actually biggest strengths really surprised components come together create seamless experience nervous odd named intel processor n something something turns actually intel celeron gigs memory doesn seem like quite somehow manages muscle minimum leave guess largely due ssd years ago manufacturers options storage physical drive expensive bulky power drain sort memory like thumb drive slow huge bottle neckswell thing solid state drive makes difference decent processor memory ssd breeze routine task ask open microsoft word surf web torrent files play music without hitch performance reasonable conditions never problem never feel pause frustratedi love original warhammer k dawn war series plays effortlessly mods welcomed imagine also play sins solar empire age empires among us terraria minecraft kind thing check gogcom great old games surprised planning light gaming nvme slot really come handyimportant edit use weeks lack ram start issue windows do good job managing memory day day tasks overwhelm expresses stalled application dropped chrome tabs system notifications system run memory reach significant error though go black reboot windows want help system error luckily intact files settings program kind startling headachei run program nothing demanding planning use anything spotify chrome forewarnedwebcam webcam expect hefty megapixels aren dropped frames color process alright need webcam fly due use webcam serious purposes suggest investing nice probably anyway device able handle without issueof special note microphone actually great audio comes audible distinct focused find situation use onboard webcam video quality win great win problem hear understoodspeakers sound speakers placed device pointing directly think make impossible hear projects doesn distort sound watch movies issue hear plenty loud bit audiophile though many advance say speakers passable not bad irked sound quality not good enjoy beethoven th various aspects sound bass whatever parts call balanced clearif use casual media use lackluster sound quality fade background able enjoy whatever doingthe headphone amplifier decent appears didn skimp tested pair sony mdrs studio monitors higher average impedance amplifier didn quit reach optimal levels produced pleasing sound nice kick onboard amplifier adequate real audiophile use external amplifier primary factor sound putting boosted definitely cansoftware pieces bloatware want uninstall mcafee skype myasus know bloatware ask techy family remove fortunately none coded software hardware uninstalling straight forward simple do add remove program come windows mode suppose simpler version windows bothersome limitations power users made extremely easy convert regular windows clicked button worry since windows linux not super user comes linux know install use day day basis low performance computers like linux tantalizing unfortunately wifi card system doesn work linux doesn seem support horizon people need prefer linux take use usb wifi antenna untenable inconvenience people reporting switching nic know speak thatother find really helpful sd card slot gigs storage comes really quick like watch uh documentaries public domain like joker joaquin phoenix amazingly simple plug sd card utorrent load unfinished finished torrents onto card solves whole problem sd card buy fast download movies play timeother reviewers pointed comes slot nvme ssd know probably doesn make much difference helpful addition hoorayit tons ports great usb ports usb c port mentioned sd card slot auxiliary port hdmi port use hdmi port screen tv works watch movie quality movie file make difference sound compression changes necessary downloaded media generally do vlc help lot not blu ray performance doesn seem affected happening scene amount soundif planning use presentations exactly want plug play n forgetduring normal unplugged use wouldn able tell turned heat run process intensive program plugged heat normal use lap without worrying see heating issue also fanless deal live dusty environment win slowly run ground use listening fan whir louder louder tries compensate dustside note overheats turn win hurt iti like take good care computers ease cleaning matters fanless alleviates lot issues come across still access keyboard interesting see plays able remove key clean long way wouldn try without research carefully weighing benefits riskseither way favor buy small pack q tips little bottle house hold cleaner pinesol works lens clothes throw bag case carry occasionally keyboard q tips wipe exterior lens cloth come handy lot think know necessarily add life machine feel lot better worth take pride devicesconclusion line feel good use keyboard performance build quality makes enjoyable complete experience nothing really lacking way spectacular day day use little muscle real product something say higher laptops decide think pleased,4.3 out of 5 stars,Yes,"Reviewed in the United States on April 17, 2021","{'neg': 0.046, 'neu': 0.82, 'pos': 0.134, 'compound': 0.9998}",0.9998,positive,4.3,2021-04-17,United States
Pinky Torres,worth price slot adding second ssd drive nvme,really liked little machine price opinion steal like faster mini sports intel celeron n quad core per tests emmc included windows v snappy also linux issues except wireless driver need installed manuallytested mx linux instance sequential read sandisk emmc mbs mbs writingonce booted windows installed switched windows mode windows home free microsoft app store go ahead activated office subscription included free year cleaned disk installed scratch drivers downloaded official asus homepage zero issues windows hv tested version h v issues wifi connection leave hsomething interesting machine slot adding ssd nvme didn test didn spare ssd videos someone tb ssdthe bios version included v first things update version vi wish backlit keyboard ips screen made perfect need also build cheap laptopoverall buy againupdate installed ssd worked like charm readingwriting speeds around mbs respectively added screenshoti triple boot windows mx linux chrome os use refind working fineediti replaced wireless card intel wifi axamazon bshgvs new card not required install drivers windows although intel recommends install driver version provide linux kernel chrome os plus also tested windows h find zero issues really happy almost forgot say ax card also support monitor mode,5.0 out of 5 stars,Yes,"Reviewed in the United States on March 10, 2021","{'neg': 0.014, 'neu': 0.883, 'pos': 0.103, 'compound': 0.9898}",0.9898,positive,5.0,2021-10-03,United States
Nathan Dumas,great,supposed roughly fantastic isn high performance gaming really kind gaming difficult precise graphic design work internet access word process everyday use best getthis runs smooth feel snappy due solid state drive windows works streaming moviesshows like netflix youtube works greatif want install program aren windows app store need disable mode easy quick google disable mode find steps easy gbs windows web surfing movie streaming word process want store photos media picked micro sd card seems work relatively inexpensive couldn easier install insert micro sd slot clicks screen small working smartphone screen like seems huge asus best quality parts manufacturers around also good overall definitely recommend basic need,2.0 out of 5 stars,Yes,"Reviewed in the United States on April 17, 2021","{'neg': 0.025, 'neu': 0.826, 'pos': 0.148, 'compound': 0.9866}",0.9866,positive,2.0,2021-04-17,United States
Nathan Dumas,sure run windows operating system updater,returning product slow speed sure update windows windows updater laptopyou asus operate nice speed,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 21, 2021","{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.7907}",0.7907,positive,5.0,2021-01-21,United States
Ivan,super compact awesome battery life handles win basic productivity apps problem,love portability battery life chromebook missed feature windows perfect take mine mode prompted downloading rd party software runs spreadsheets word processors anti virus software issues video streaming web surfing email roblox kids problem day without charge smaller x sheet paper fires fast chromebook keyboard works great love machine,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 30, 2021","{'neg': 0.052, 'neu': 0.711, 'pos': 0.237, 'compound': 0.9722}",0.9722,positive,5.0,2021-01-30,United States
